ticker;data;open;high;low;close;vol;series;name;reg_date;nomimal;currency;end_date;coup_type;coup_percent;payouts
RU000A1015E0;2019-12-10;100.26;101.0;100.1;100.8;2779;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2019-12-11;101.24;101.24;100.45;100.69;4346;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2019-12-12;100.89;100.99;100.79;100.99;8057;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2019-12-13;101.07;101.2;101.05;101.2;4952;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2019-12-16;101.2;101.45;100.51;101.28;2835;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2019-12-17;101.4;101.4;101.35;101.36;329;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2019-12-18;101.33;101.34;100.9;101.3;4097;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2019-12-19;101.35;101.35;101.1;101.29;1351;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2019-12-20;100.83;101.3;100.83;101.29;3521;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2019-12-23;101.3;101.3;101.27;101.27;1278;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2019-12-24;101.3;101.3;101.27;101.29;592;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2019-12-25;101.3;101.84;101.2;101.84;4149;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2019-12-26;101.84;101.84;101.8;101.8;332;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2019-12-27;101.92;101.92;101.6;101.92;1568;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2019-12-30;101.92;102.5;101.6;101.6;2881;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2020-01-03;102.48;102.99;102.2;102.51;258;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2020-01-06;102.03;103.5;102.03;103.47;216;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2020-01-08;103.4;103.4;102.8;103.29;79;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2020-01-09;103.85;103.85;102.8;103.0;155;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2020-01-10;103.4;103.4;101.03;103.15;5729;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2020-01-13;102.87;103.17;102.8;103.05;220;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2020-01-14;103.3;103.3;103.0;103.24;486;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2020-01-15;103.84;103.87;103.21;103.7;378;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2020-01-16;103.65;103.65;103.6;103.6;41;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2020-01-17;103.5;103.58;103.5;103.58;363;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2020-01-20;103.58;103.62;103.01;103.48;2161;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2020-01-21;103.87;103.87;103.01;103.5;213;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
RU000A1015E0;2020-01-22;103.03;103.53;103.03;103.3;783;Белуга Групп-БО-П03;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П03;05.12.2019 0:00;1000;рубль;03.12.2024;пд;0.0825;2
