ticker;data;open;high;low;close;vol;series;name;reg_date;nomimal;currency;end_date;coup_type;coup_percent;payouts
RU000A0ZZWZ9;2018-12-13;100.4;100.4;100.0;100.4;12566;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2018-12-14;100.4;100.6;100.0;100.6;12085;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2018-12-17;100.5;100.6;100.0;100.6;11911;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2018-12-18;100.7;102.71;100.35;100.9;22474;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2018-12-19;102.5;102.5;100.72;101.0;15688;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2018-12-20;101.1;101.2;101.0;101.1;16941;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2018-12-21;101.1;102.5;101.0;102.5;6753;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2018-12-24;102.5;104.55;101.5;101.5;20043;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2018-12-25;101.99;102.49;101.5;101.5;450;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2018-12-26;101.5;103.5;101.5;103.5;6699;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2018-12-27;101.53;102.7;100.03;102.7;9834;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2018-12-28;102.7;102.7;100.64;102.6;1935;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2018-12-29;102.5;102.84;102.5;102.8;4912;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-03;102.77;102.77;102.77;102.77;1;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-04;102.5;102.5;102.5;102.5;1;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-08;100.5;103.0;100.5;102.75;15;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-09;102.8;102.8;100.75;101.65;208;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-10;101.53;102.77;100.4;101.6;6233;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-11;101.6;102.72;101.6;102.72;589;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-14;102.73;102.73;101.8;101.8;2669;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-15;101.89;102.02;101.0;101.0;10667;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-16;101.09;101.84;101.08;101.15;184;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-17;101.98;102.29;101.3;102.0;1578;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-18;102.0;102.0;101.8;102.0;977;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-21;102.43;102.49;102.01;102.49;15;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-22;102.0;102.75;102.0;102.75;3337;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-23;102.38;102.97;102.27;102.97;1007;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-24;102.97;103.0;102.97;103.0;55;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-25;102.48;102.95;100.8;102.95;5420;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-28;102.92;102.92;101.75;101.75;166;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-29;101.61;102.0;101.5;101.5;709;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-30;101.57;102.0;101.57;101.8;833;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-01-31;101.95;103.01;101.95;103.0;4969;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-02-01;102.8;102.9;102.8;102.9;10;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-02-04;104.95;104.95;101.52;102.55;514;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-02-05;102.01;102.75;101.05;102.01;582;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-02-06;102.15;102.69;102.15;102.15;143;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-02-07;102.69;102.9;102.22;102.22;21;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-02-08;102.22;102.25;102.22;102.25;12;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-02-11;100.21;101.94;100.21;101.4;24166;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-02-12;101.97;101.97;100.84;101.8;6052;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-02-13;101.0;101.88;101.0;101.55;179;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-02-14;100.91;101.35;100.87;100.87;6567;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-02-15;101.27;101.41;101.0;101.0;1390;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
RU000A0ZZWZ9;2019-02-18;101.22;101.39;100.7;100.71;5268;Сбербанк 001P-52R;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-52R;05.12.2018;1000;рубль;07.02.2022;пд;0.0845;2
